date,exit_date,side,entry,sl,tp,exit,outcome,lot,pnl,equity,pattern,tp_mode,zone_tf,zone_kind,zone_top,zone_bottom,zone_score
2024-12-17 00:15:00,2024-12-17 08:30:00,buy,2652.23,2645.83,2663.58,2645.83,-1,0.01,-6.4,-14.31,morning_star,zone,1H,support,2652.2,2648.48,6.0
2024-12-19 04:00:00,2024-12-19 07:15:00,sell,2608.2,2616.65,2562.99,2616.65,-1,0.01,-8.45,-22.75,engulfing,zone,1H,resistance,2614.04,2610.83,3.0
2024-12-31 13:15:00,2025-01-02 01:15:00,buy,2613.78,2606.37,2632.97,2632.97,1,0.01,19.19,-3.56,engulfing,zone,1H,support,2611.61,2608.97,3.0
2025-01-07 11:00:00,2025-01-07 12:45:00,sell,2644.88,2652.14,2623.77,2652.14,-1,0.01,-7.26,-10.82,pin_bar,zone,1H,resistance,2649.49,2645.6,6.0
2025-02-03 16:00:00,2025-02-04 07:15:00,buy,2819.69,2809.56,2839.8,2809.56,-1,0.01,-10.13,-20.95,morning_star,fallback,1H,support,2817.24,2812.37,3.0
2025-02-04 08:00:00,2025-02-04 13:00:00,buy,2814.2,2809.08,2823.26,2823.26,1,0.01,9.05,-11.9,pin_bar,zone,1H,support,2813.27,2811.89,4.0
2025-02-05 20:45:00,2025-02-06 07:45:00,buy,2862.56,2855.74,2876.32,2855.74,-1,0.01,-6.82,-18.72,pin_bar,fallback,1H,support,2861.65,2858.6,3.0
2025-02-14 20:15:00,2025-02-18 13:30:00,buy,2882.2,2861.24,2919.72,2919.72,1,0.01,37.51,18.8,morning_star,zone,4H,support,2879.81,2864.1,4.0
2025-03-05 15:30:00,2025-03-06 09:45:00,sell,2919.74,2933.07,2895.27,2895.27,1,0.01,24.47,43.27,pin_bar,zone,1H,resistance,2930.14,2923.45,3.0
2025-03-10 17:15:00,2025-03-10 17:30:00,buy,2894.98,2888.27,2911.28,2888.27,-1,0.01,-6.71,36.56,pin_bar,zone,1H,support,2894.34,2891.16,3.0
2025-03-18 01:00:00,2025-03-18 02:45:00,buy,3001.31,2995.96,3012.04,3012.04,1,0.01,10.73,47.29,pin_bar,fallback,1H,support,3001.22,2998.96,3.0
2025-03-19 07:15:00,2025-03-19 08:30:00,buy,3040.25,3031.3,3057.85,3031.3,-1,0.01,-8.95,38.34,pin_bar,fallback,1H,support,3038.33,3034.33,3.0
2025-03-28 14:30:00,2025-03-30 22:00:00,buy,3074.07,3063.09,3095.93,3095.93,1,0.01,21.86,60.2,pin_bar,fallback,1H,support,3072.94,3066.15,5.0
2025-04-01 06:00:00,2025-04-01 15:30:00,buy,3130.84,3120.04,3152.4,3120.04,-1,0.01,-10.79,49.41,pin_bar,fallback,1H,support,3127.24,3123.17,3.0
2025-04-07 18:15:00,2025-04-07 19:30:00,sell,2969.72,2981.96,2935.25,2981.96,-1,0.01,-12.24,37.17,pin_bar,zone,1H,resistance,2978.98,2970.69,3.0
2025-04-08 11:15:00,2025-04-08 13:15:00,sell,3010.59,3021.59,2970.05,3021.59,-1,0.01,-10.99,26.17,pin_bar,zone,1H,resistance,3018.57,3013.2,3.0
2025-04-17 08:45:00,2025-04-17 13:45:00,buy,3324.23,3317.48,3351.03,3317.48,-1,0.01,-6.75,19.42,morning_star,zone,1H,support,3323.91,3320.8,3.0
2025-04-25 20:00:00,2025-04-25 20:45:00,sell,3305.44,3318.69,3281.29,3318.69,-1,0.01,-13.25,6.17,pin_bar,zone,1H,resistance,3315.38,3306.74,5.0
2025-04-27 23:00:00,2025-04-28 01:30:00,sell,3308.8,3327.03,3281.29,3281.29,1,0.01,27.51,33.68,pin_bar,zone,1H,resistance,3323.71,3314.78,3.0
2025-05-05 01:30:00,2025-05-05 09:00:00,sell,3263.88,3284.57,3224.9,3284.57,-1,0.01,-20.69,13.0,pin_bar,zone,1H,resistance,3281.29,3265.07,4.0
2025-05-14 14:00:00,2025-05-15 15:00:00,sell,3186.46,3207.83,2978.37,3207.83,-1,0.01,-21.38,-8.38,evening_star,zone,1H,resistance,3204.63,3193.55,3.0
